Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1  9   9  22.00   3.50   1.50                     
 1  9   9  23.00   3.30   1.60                     
 1  9   9   0.00   2.90   1.50                     
 1  9   9   1.00   2.80   1.50                     
 1  9   9   2.00   2.50   1.50                     
 1  9   9   3.00   2.30   1.50                     
 1  9   9   4.00   2.50   1.50                     
 1  9   9   5.00   4.00   2.40   1.70              
 1  9   9   6.00   5.20   5.80   1.95              
 1  9   9   7.00   5.80   2.10   2.20              
 1  9   9   8.00   5.80   2.30   2.30              
 1  9   9   9.00   6.30   2.30   2.30              
 1  9   9  10.00   5.40   2.20   2.25              
 1  9   9  11.00   4.90   2.00   2.00              
 1  9   9  12.00   4.60   1.90   1.90              
 1  9   9  13.00   4.00   1.60                     
 1  9   9  14.00   3.10   1.50                     
 1  9   9  15.00   1.80   1.50                     
 1  9   9  16.00   2.10   1.70                     
 1  9   9  17.00   2.40   1.50                     
 1  9   9  18.00   2.40   3.00                     
 1  9   9  19.00   2.00   1.50                     
 1  9   9  20.00   2.30   1.50                     
 1  9   9  21.00   2.40   1.50                     
