Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 26  26  22.00   2.10   1.50                     
 1 26  26  23.00   2.20   1.30                     
 1 26  26   0.00   2.40   1.40                     
 1 26  26   1.00   2.80   1.50                     
 1 26  26   2.00   2.90   1.60                     
 1 26  26   3.00   2.90   1.50                     
 1 26  26   4.00   2.50   1.50                     
 1 26  26   5.00   4.40   1.50   1.50              
 1 26  26   6.00   5.90   1.80   1.80              
 1 26  26   7.00   5.90   2.20   2.15              
 1 26  26   8.00   5.80   2.40   2.35              
 1 26  26   9.00   6.30   2.40   2.45              
 1 26  26  10.00   5.80   2.40   2.40              
 1 26  26  11.00   5.70   2.40   2.25              
 1 26  26  12.00   5.30   2.00   1.90              
 1 26  26  13.00   4.10   1.60   1.60              
 1 26  26  14.00   3.70   1.60                     
 1 26  26  15.00   2.50   1.50                     
 1 26  26  16.00   2.40   1.50                     
 1 26  26  17.00   2.40   1.60                     
 1 26  26  18.00   2.00   1.50                     
 1 26  26  19.00   2.10   1.50                     
 1 26  26  20.00   2.30   1.60                     
 1 26  26  21.00   2.30   1.50                     
