Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 10  10  22.00   2.20   1.50                     
 1 10  10  23.00   2.20   1.80                     
 1 10  10   0.00   2.30   1.50                     
 1 10  10   1.00   2.30   1.50                     
 1 10  10   2.00   2.20   1.50                     
 1 10  10   3.00   2.20   1.50                     
 1 10  10   4.00   1.80   1.50                     
 1 10  10   5.00   3.90   1.60   1.60              
 1 10  10   6.00   4.70   2.20                     
 1 10  10   7.00   4.80   2.80                     
 1 10  10   8.00   5.60   3.40                     
 1 10  10   9.00   5.80   4.40                     
 1 10  10  10.00   4.90   3.00                     
 1 10  10  11.00   5.00   3.00                     
 1 10  10  12.00   4.60   2.90                     
 1 10  10  13.00   3.60   3.00                     
 1 10  10  14.00   2.10   1.50                     
 1 10  10  15.00   2.10   1.50                     
 1 10  10  16.00   1.90   1.50                     
 1 10  10  17.00   2.00                            
 1 10  10  18.00   2.20   1.80                     
 1 10  10  19.00   2.20   1.60                     
 1 10  10  20.00   2.30   1.50                     
 1 10  10  21.00   2.60   1.70                     
