Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 17  17  22.00   2.60   1.50                     
 1 17  17  23.00   2.50   1.40                     
 1 17  17   0.00   1.80   1.40                     
 1 17  17   2.00   1.90   1.60                     
 1 17  17   5.00   4.40   1.60   1.60              
 1 17  17   6.00   5.40   2.80                     
 1 17  17   7.00   5.40   3.00                     
 1 17  17   8.00   5.50   3.00                     
 1 17  17   9.00   6.00   3.00                     
 1 17  17  10.00   5.10   3.70                     
 1 17  17  11.00   5.20   2.50                     
 1 17  17  12.00   4.60   2.70                     
 1 17  17  13.00   4.20   1.90                     
 1 17  17  14.00   4.10   1.70                     
 1 17  17  15.00   3.70   3.70                     
 1 17  17  16.00   3.50   2.30                     
 1 17  17  17.00   3.00   1.60                     
 1 17  17  18.00   2.60   2.20                     
 1 17  17  19.00   2.80   2.00                     
 1 17  17  20.00   2.40   1.80                     
 1 17  17  21.00   2.30   1.60                     
