Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 30  30  22.00   2.40   1.50                     
 1 30  30  23.00   2.50   1.50                     
 1 30  30   0.00   2.50   1.50                     
 1 30  30   1.00   2.10   1.50                     
 1 30  30   2.00   2.00   1.50                     
 1 30  30   3.00   2.00   1.50                     
 1 30  30   4.00   2.70   1.50                     
 1 30  30   5.00   4.20                            
 1 30  30   6.00   4.50          1.90              
 1 30  30   7.00   4.30                            
 1 30  30   9.00   5.50                            
 1 30  30  11.00   5.30                            
 1 30  30  12.00          2.20                     
 1 30  30  13.00   4.60   2.00                     
 1 30  30  14.00   3.60   1.50                     
 1 30  30  15.00   3.00   1.50                     
 1 30  30  16.00   2.20   1.50                     
 1 30  30  17.00   1.80   1.50                     
 1 30  30  18.00   2.00   1.70                     
 1 30  30  19.00   2.30   1.50                     
 1 30  30  20.00   2.30   1.50                     
 1 30  30  21.00   2.40   1.30                     
