Mo da yda  time  FoF2
 3 27  86  22.00   2.85
 3 27  86  23.00    2.9
 3 27  86   0.00   2.85
 3 27  86   1.00   2.75
 3 27  86   2.00    2.8
 3 27  86   3.00    4.1
 3 27  86   4.00    4.6
 3 27  86   5.00   5.25
 3 27  86   6.00    6.0
 3 27  86   7.00    6.1
 3 27  86   8.00    6.1
 3 27  86   9.00    6.0
 3 27  86  10.00    6.2
 3 27  86  11.00    6.3
 3 27  86  12.00    5.9
 3 27  86  13.00   5.85
 3 27  86  14.00    5.6
 3 27  86  15.00    5.0
 3 27  86  16.00    4.6
 3 27  86  17.00    4.7
 3 27  86  18.00    4.1
 3 27  86  19.00    3.6
 3 27  86  20.00    3.1
 3 27  86  21.00    2.9
