Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 17  17  22.00   2.40   1.50                     
 1 17  17  23.00   2.60   1.50                     
 1 17  17   0.00   2.30   1.60                     
 1 17  17   1.00   2.00   1.50                     
 1 17  17   2.00   1.80   1.60                     
 1 17  17   3.00   1.70   1.60                     
 1 17  17   5.00   4.00   1.70                     
 1 17  17   6.00   5.50   2.40   1.90              
 1 17  17   7.00   5.10   2.30   2.30              
 1 17  17   8.00   5.40   2.40   2.40              
 1 17  17   9.00   5.80   2.70   2.70              
 1 17  17  10.00   6.00   2.70   2.30              
 1 17  17  11.00   5.60   2.20   2.15              
 1 17  17  12.00   5.10   2.00   2.00              
 1 17  17  13.00   4.80   1.60   1.60              
 1 17  17  14.00   3.30   1.60                     
 1 17  17  15.00   2.30   1.60                     
 1 17  17  18.00   2.20   1.50                     
 1 17  17  19.00   2.60   1.40                     
 1 17  17  20.00   2.80   1.50                     
 1 17  17  21.00   2.70   1.50                     
