Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1  8   8  22.00   3.00   1.50                     
 1  8   8  23.00   3.10   2.00                     
 1  8   8   0.00          1.50                     
 1  8   8   1.00   2.20   1.50                     
 1  8   8   2.00   2.10   1.60                     
 1  8   8   3.00   1.80   1.70                     
 1  8   8   4.00   1.90   1.60                     
 1  8   8   5.00   4.40   2.50                     
 1  8   8   6.00   5.00   2.10                     
 1  8   8   7.00          2.10                     
 1  8   8   8.00          2.70                     
 1  8   8   9.00          2.90                     
 1  8   8  10.00   5.40   4.10                     
 1  8   8  11.00   4.90   2.10   2.00              
 1  8   8  12.00   4.40   2.00                     
 1  8   8  13.00   3.60   2.80                     
 1  8   8  14.00   2.40   1.60                     
 1  8   8  15.00   2.00   1.60                     
 1  8   8  16.00   2.50   1.50                     
 1  8   8  17.00   2.90   1.60                     
 1  8   8  18.00   3.20   1.90                     
 1  8   8  19.00   2.80   1.60                     
 1  8   8  20.00   2.40   1.60                     
 1  8   8  21.00   2.30   1.50                     
