Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 2  7  38  22.00   3.00   1.50                     
 2  7  38  23.00   2.70   1.50                     
 2  7  38   0.00   2.50   1.50                     
 2  7  38   1.00   2.60   1.60                     
 2  7  38   2.00   2.40   1.60                     
 2  7  38   3.00   1.80   1.60                     
 2  7  38   4.00   2.80   1.70                     
 2  7  38   5.00   4.30   1.80                     
 2  7  38   6.00   4.50   2.10   2.10              
 2  7  38   7.00   4.60   2.30   2.30              
 2  7  38   8.00   5.10   1.90   2.40              
 2  7  38   9.00   5.00   2.00   2.40   3.60       
 2  7  38  10.00   4.90   1.80   2.40              
 2  7  38  11.00   5.30   2.20   2.20              
 2  7  38  12.00   4.90   2.10                     
 2  7  38  13.00   4.10   2.10                     
 2  7  38  14.00   4.10   3.00                     
 2  7  38  15.00   3.00   2.10                     
 2  7  38  16.00   2.30   1.50                     
 2  7  38  17.00   2.20   1.50                     
 2  7  38  18.00   2.30   1.50                     
 2  7  38  19.00   2.30   1.70                     
 2  7  38  20.00   2.60   1.50                     
 2  7  38  21.00   2.50   1.30                     
