Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 23  23  22.00   2.50   1.30                     
 1 23  23  23.00   3.20   1.30                     
 1 23  23   0.00   3.30   1.50                     
 1 23  23   1.00   3.50   1.50                     
 1 23  23   2.00   2.70   1.50                     
 1 23  23   4.00   2.20   1.50                     
 1 23  23   5.00   4.20   1.70   1.70              
 1 23  23   6.00   5.40   2.10   2.10              
 1 23  23   7.00   5.40   2.50                     
 1 23  23   8.00   5.70   2.50                     
 1 23  23   9.00   5.30   2.70   2.70              
 1 23  23  10.00   5.30   2.60                     
 1 23  23  11.00   5.10   2.20   2.20              
 1 23  23  12.00   5.10   2.00                     
 1 23  23  13.00   4.60   1.50   1.50              
 1 23  23  14.00   3.60   1.50                     
 1 23  23  15.00   2.70   1.30                     
 1 23  23  16.00   2.20   1.50                     
 1 23  23  17.00   2.00   1.60                     
 1 23  23  18.00   2.40   1.60                     
 1 23  23  19.00   2.70   1.50                     
 1 23  23  20.00   2.70   1.50                     
 1 23  23  21.00   3.00   1.50                     
