Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 2 20  51  22.00   2.30   1.00                     
 2 20  51  23.00   2.40   1.40                     
 2 20  51   0.00   2.50   1.50                     
 2 20  51   1.00   2.60   1.40                     
 2 20  51   2.00   2.10   1.40                     
 2 20  51   3.00   1.70   1.20                     
 2 20  51   4.00   4.00   3.00                     
 2 20  51   5.00   4.50   2.00   1.90              
 2 20  51   6.00   5.40   2.50   2.20   3.50       
 2 20  51   7.00   5.40   2.70   2.40   3.80       
 2 20  51   8.00   6.30   3.40   2.60   3.80       
 2 20  51   9.00   5.80   2.90   2.60   3.80       
 2 20  51  10.00   5.30   2.60   2.60   3.50       
 2 20  51  11.00   5.50   2.50   2.50              
 2 20  51  12.00   5.10   2.60   2.30              
 2 20  51  13.00   5.10   1.90                     
 2 20  51  14.00   4.40   1.90   1.90              
 2 20  51  15.00   3.50   1.50                     
 2 20  51  16.00   3.00   1.50                     
 2 20  51  17.00   2.50   1.40                     
 2 20  51  18.00   2.40   1.50                     
 2 20  51  19.00   2.70   1.40                     
 2 20  51  20.00   2.40   2.00                     
 2 20  51  21.00   2.20   1.60                     
