Mo da yda  time  FoF2
 2 22  53  22.00    2.4
 2 22  53  23.00    2.6
 2 22  53   0.00    2.8
 2 22  53   1.00    2.7
 2 22  53   2.00    2.7
 2 22  53   3.00    2.7
 2 22  53   4.00    2.9
 2 22  53   5.00    3.9
 2 22  53   6.00    4.7
 2 22  53   7.00   4.55
 2 22  53   8.00   4.75
 2 22  53   9.00   5.15
 2 22  53  10.00   5.35
 2 22  53  11.00    5.4
 2 22  53  12.00   5.75
 2 22  53  13.00    5.2
 2 22  53  14.00    4.3
 2 22  53  15.00   4.25
 2 22  53  16.00    3.7
 2 22  53  17.00    3.3
 2 22  53  18.00    3.2
 2 22  53  19.00    3.1
 2 22  53  20.00    2.9
