Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1  4   4  22.00   3.00   1.50                     
 1  4   4  23.00   2.80   1.00                     
 1  4   4   0.00   2.30   1.80                     
 1  4   4   1.00   2.30   1.40                     
 1  4   4   2.00   2.00   2.80                     
 1  4   4   3.00   1.80   1.50                     
 1  4   4   4.00   1.70   1.60                     
 1  4   4   5.00   3.60   2.00                     
 1  4   4   6.00   4.80   2.10   2.10              
 1  4   4   7.00   5.40   2.40   2.35              
 1  4   4   8.00   4.90   2.40   2.40              
 1  4   4   9.00   5.80   2.50   2.40              
 1  4   4  10.00   6.20   2.40                     
 1  4   4  11.00   5.40   2.40                     
 1  4   4  12.00   4.60   2.00                     
 1  4   4  13.00   4.00   1.60                     
 1  4   4  14.00   3.30   1.60                     
 1  4   4  15.00   2.40   1.60                     
 1  4   4  16.00   1.90   1.50                     
 1  4   4  17.00   2.00   1.60                     
 1  4   4  18.00   2.30   1.60                     
 1  4   4  19.00   2.80   1.60                     
 1  4   4  20.00   2.50   1.60                     
 1  4   4  21.00   2.80   1.60                     
