Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1  3   3  22.00   3.20   1.50                     
 1  3   3  23.00   2.80   1.50                     
 1  3   3   0.00   2.40   1.20                     
 1  3   3   1.00   2.30   1.50                     
 1  3   3   2.00   2.30   1.50                     
 1  3   3   3.00   1.90   1.50                     
 1  3   3   4.00   1.70   1.30                     
 1  3   3   5.00   3.60   2.00                     
 1  3   3   6.00   4.60   2.30                     
 1  3   3   7.00   4.80   2.20   2.20              
 1  3   3   8.00   4.90   2.60   2.30              
 1  3   3   9.00   5.90   2.70                     
 1  3   3  10.00   6.20   2.50                     
 1  3   3  11.00   5.40   1.90   2.05              
 1  3   3  12.00   4.60   1.90                     
 1  3   3  13.00   5.00   1.90                     
 1  3   3  14.00   3.00   2.00                     
 1  3   3  15.00   2.30   1.60                     
 1  3   3  16.00   2.30   1.60                     
 1  3   3  17.00   2.20   1.50                     
 1  3   3  18.00   2.70   1.50                     
 1  3   3  19.00   2.80   1.50                     
 1  3   3  20.00   2.40   1.50                     
 1  3   3  21.00   2.70   1.50                     
