Mo da yda  time  FoF2
 3 12  71  22.00   2.75
 3 12  71  23.00    2.8
 3 12  71   0.00    2.7
 3 12  71   1.00   2.75
 3 12  71   2.00    2.7
 3 12  71   3.00    2.1
 3 12  71   4.00    3.0
 3 12  71   5.00    3.9
 3 12  71   6.00    4.4
 3 12  71   7.00    4.7
 3 12  71   8.00    7.0
 3 12  71  10.00    5.0
 3 12  71  11.00    5.3
 3 12  71  12.00    5.5
 3 12  71  13.00    5.0
 3 12  71  14.00    4.8
 3 12  71  15.00    4.8
 3 12  71  16.00    3.8
 3 12  71  17.00   3.55
 3 12  71  18.00    3.7
 3 12  71  19.00    3.6
 3 12  71  20.00    3.3
 3 12  71  21.00    3.3
