Mo da yda  time  FoF2
 1  3   3  22.00    2.8
 1  3   3  23.00    3.0
 1  3   3   0.00    2.9
 1  3   3   1.00    2.4
 1  3   3   2.00    2.1
 1  3   3   3.00    1.9
 1  3   3   4.00    1.8
 1  3   3   5.00    2.0
 1  3   3   6.00    3.3
 1  3   3   7.00    5.0
 1  3   3   8.00    5.4
 1  3   3   9.00    5.2
 1  3   3  10.00    6.0
 1  3   3  11.00    5.1
 1  3   3  12.00    5.4
 1  3   3  13.00    4.6
 1  3   3  14.00    3.2
 1  3   3  15.00    2.6
 1  3   3  16.00    2.3
 1  3   3  17.00    2.0
 1  3   3  18.00    2.3
 1  3   3  19.00    2.3
 1  3   3  20.00    3.1
 1  3   3  21.00    3.1
